Order #,SB #,SKU,Item Description,Model,Qty,Category,Unit Retail,Ext. Retail,Brand,UPC,Department,Product Class,Subcategory
1176354,777726,1006212093,3/4 in. x 1/2 in. x 81 in. Brown Elite Lifetime Door Weatherseal Replacement,ES181B25,1,HARDWARE AND TOOLS,9.62,9.62,Frost King,,Hardware,,Door Seals
1176354,778005,1001392660,HUSKY 120 LUMEN UNBREAKABLE FL AA,99290,1,HARDWARE AND TOOLS,9.52,9.52,,,,,
1176354,777726,1004379119,100 Lumens LED Headlight Combo (3-Pack) (Please be advised that sets may be missing pieces or otherwise incomplete.),99869,1,HARDWARE AND TOOLS,9.52,9.52,Defiant,,Tools,,Headlamps
1176354,777726,1001392660,HUSKY 120 LUMEN UNBREAKABLE FL AA,99290,1,HARDWARE AND TOOLS,9.52,9.52,,,,,
1176354,777726,1002161701,Fabric Cap Foam Non-Marring Knee Pads,1H-226,1,HARDWARE AND TOOLS,9.41,9.41,Husky,,Flooring,,Flooring Tools
1176354,778005,882135,KS SEC TYLO HALL/CLOSET ANT BRASS,200T 5 CP,1,HARDWARE AND TOOLS,9.34,9.34,,,,,
1176354,778005,717667,"""HINGE, STRAP_HD_8""""_BLK_2PK"" (Please be advised that sets may be missing pieces or otherwise incomplete.)",15428,1,HARDWARE AND TOOLS,9.3,9.3,,,,,
1176354,778005,217291,SCHLAGE REKEY KIT,E 2402,1,HARDWARE AND TOOLS,9.13,9.13,,,,,
1176354,778005,1002669469,"1 in. Dia Face, Mailbox Lock, No Cams, Diecast Construction, Nickle Plated Finish, Auth-Florence, Opens Clockwise, 90",S 4710,1,HARDWARE AND TOOLS,8.95,8.95,Prime-Line,,Hardware,Mailboxes,Mailbox Hardware
1176354,777726,1003159424,"Energizer Vision LED Headlamp, 200 Lumens",HDA32E,1,HARDWARE AND TOOLS,8.86,8.86,Energizer,,Tools,,Headlamps
1176354,777726,504041,MORTISE LOCK FOR SLIDING GLASS DOORS,E 2014,1,HARDWARE AND TOOLS,8.79,8.79,,,,,
1176354,777726,584770,ROLLER FOR TOP-MOUNTED POCKET DOORS,N 6531,1,HARDWARE AND TOOLS,8.78,8.78,,,,,
1176354,777726,1000039418,Clutch Style 12 in. Capacity Bar Clamp with Wood Handle and 2-1/2 in. Throat Depth,GSCC2.512,1,HARDWARE AND TOOLS,8.74,8.74,BESSEY,,Tools,,Fastening Tools
1176354,777726,1000300224,HUSKY 16OZ SMTH FACE FGL CLAW HMR,N-G16CHD-HN,1,HARDWARE AND TOOLS,8.74,8.74,Husky,,Tools,,Hammers
1176354,777726,1002658863,MAILBOX LOCK 9 CAMS 5 PIN NATLKEYWAY,S 4531,1,HARDWARE AND TOOLS,8.74,8.74,,,,,
1176354,777726,860075,"""HUSKY 12"""" DOUBLE SPEED ADJUSTABLE WR""",96598,1,HARDWARE AND TOOLS,8.68,8.68,,,,,
1176354,777726,1000016486,8-Gauge 12 ft. UL Booster Cable,0160812-UL5,1,HARDWARE AND TOOLS,8.58,8.58,,,Automotive,,Jumper Cables
1176354,778005,566314,KS SEC TYLO HALL/CLOSET POL BRASS,200T 3 CP,1,HARDWARE AND TOOLS,8.54,8.54,,,,,
1176354,777726,667368,POCKET DOOR PRIVACY LATCH SAT NICKEL,N 7239,1,HARDWARE AND TOOLS,8.51,8.51,,,,,
1176354,778005,301615,"""4-7/16"""" GLASS DOOR MORTISE LATCH""",E 2164,1,HARDWARE AND TOOLS,8.5,8.5,,,,,
1176354,778005,881996,DEFIANT HARTFORD ENTRY KNOB SN,TGX200,1,HARDWARE AND TOOLS,8.44,8.44,,,,,
1176354,777726,1001381400,15 mm Reversible Ratcheting Combination Wrench,HRRW15MM,1,HARDWARE AND TOOLS,8.37,8.37,Husky,,Tools,,Wrenches
1176354,777726,1006426445,HUSKY 12OZ  HICKORY 2-SIDE MALLET,N-H12AWYRHK,1,HARDWARE AND TOOLS,8.36,8.36,,,,,
1176354,778005,1004823377,FastTrack Garage Accessory Hook Bundle (5-Piece) (Please be advised that sets may be missing pieces or otherwise incomplete.),2078870,1,HARDWARE AND TOOLS,8.33,8.33,Rubbermaid,,Storage & Organization,,Garage Wall Organization
1176354,777726,885414,DEFIANT HARTFORD PRIVACY KNOB ABZ,TGX710,1,HARDWARE AND TOOLS,8.15,8.15,,,,,
